type,item_id,name_in_database,path,ja
MultipleChoiceOptionData,0x0100005200027881,Concession_DerdiaAssistance,MultipleChoiceOptionProperties.Title,モレラに代わってデルディアと協議する［公約］
MultipleChoiceOptionData,0x010000520002788A,Concession_EnergyAgreement,MultipleChoiceOptionProperties.Title,エネルギー協定［公約：パイプラインに予算-3、毎ターン エネルギー-3で予算+2］
MultipleChoiceOptionData,0x010000520002AF46,Concession_PollutionReparationsCheaper,MultipleChoiceOptionProperties.Title,アルフェルデ川汚染の賠償［即時、予算-1］
MultipleChoiceOptionData,0x0100005200027886,Concession_PollutionReparationsExpensive,MultipleChoiceOptionProperties.Title,アルフェルデ川汚染の賠償［即時、予算-3］
MultipleChoiceOptionData,0x010000520002788E,Concession_StrictRegulations,MultipleChoiceOptionProperties.Title,ITZの労働規制を厳格化する［即時］
MultipleChoiceOptionData,0x010000520001C656,CounterTerrorism_AntiBFFAid,MultipleChoiceOptionProperties.Title,BFFへの対抗支援を約束する［予算+5、軍艦-2］
MultipleChoiceOptionData,0x010000520001C62D,CounterTerrorism_BanBluds,MultipleChoiceOptionProperties.Title,ブルディア人のみを入国禁止にする［国境警備を拡充しない場合 権威-1］
MultipleChoiceOptionData,0x010000520001C635,CounterTerrorism_BanBludsAndDerdians,MultipleChoiceOptionProperties.Title,ブルディア人とデルディア人の双方を入国禁止にする［国境警備を拡充しない場合 権威-2］
MultipleChoiceOptionData,0x010000640000C60B,CounterTerrorism_NoAid,MultipleChoiceOptionProperties.Title,支援を約束しない
MultipleChoiceOptionData,0x010000520001C631,CounterTerrorism_StatusQuo,MultipleChoiceOptionProperties.Title,入国禁止は実施しない
MultipleChoiceOptionData,0x0100005200026839,Demand_AirplaneSale,MultipleChoiceOptionProperties.Title,モレラ製航空機のリジア軍への売却［即時、予算-1］
MultipleChoiceOptionData,0x0100005200026833,Demand_EnergyDeal,MultipleChoiceOptionProperties.Title,有利なエネルギー取引［毎ターン エネルギー-3・予算+3、パイプラインに予算-2］
MultipleChoiceOptionData,0x0100005200026841,Demand_PalesANSupport,MultipleChoiceOptionProperties.Title,国際連盟の仲裁で支持する［即時］
MultipleChoiceOptionData,0x010000520002683D,Demand_WehlenDiplomaticSupport,MultipleChoiceOptionProperties.Title,ジル返還への外交的支持［即時］
MultipleChoiceOptionData,0x0100005200026845,Demand_WehlenResistanceSupport,MultipleChoiceOptionProperties.Title,ジルの抵抗運動を支援する［即時］
MultipleChoiceOptionData,0x010000520001C5C6,ExportOption_Arms,MultipleChoiceOptionProperties.Title,小火器［毎ターン 予算+1、装備-250］
MultipleChoiceOptionData,0x010000520001C5CE,ExportOption_Gas,MultipleChoiceOptionProperties.Title,天然ガス［毎ターン 予算+1、エネルギー-2］
MultipleChoiceOptionData,0x010000520001C5C2,ExportOption_Gold,MultipleChoiceOptionProperties.Title,金［毎ターン 予算-2］
MultipleChoiceOptionData,0x010000520001C994,ExportOption_Nothing,MultipleChoiceOptionProperties.Title,何も輸出しない
MultipleChoiceOptionData,0x010000520001C5CA,ExportOption_Wine,MultipleChoiceOptionProperties.Title,ワイン［毎ターン 予算+1］
MultipleChoiceOptionData,0x010000520001C5D6,ImportOption_Drugs,MultipleChoiceOptionProperties.Title,モルヒネ・オピオイドその他の医薬品［毎ターン 予算-1］
MultipleChoiceOptionData,0x010000520001C98E,ImportOption_Nothing,MultipleChoiceOptionProperties.Title,何も輸入しない
MultipleChoiceOptionData,0x010000520001C5D2,ImportOption_Oil1,MultipleChoiceOptionProperties.Title,石油［毎ターン 予算-1、エネルギー+1］
MultipleChoiceOptionData,0x010000520001C604,ImportOption_Oil2,MultipleChoiceOptionProperties.Title,石油［毎ターン 予算-1、エネルギー+2］
MultipleChoiceOptionData,0x010000520001C60B,ImportOption_Oil3,MultipleChoiceOptionProperties.Title,石油［毎ターン 予算-2、エネルギー+3］
MultipleChoiceOptionData,0x010000520001C5DA,ImportOption_Tobacco,MultipleChoiceOptionProperties.Title,タバコ［毎ターン 予算-1］
MultipleChoiceOptionData,0x010000520001C5DE,ImportOption_Wood,MultipleChoiceOptionProperties.Title,木材・家具・木彫品［毎ターン 予算-1］
MultipleChoiceOptionData,0x010000BE0000503C,Option_ArrestedPeople_Adarfo,MultipleChoiceOptionProperties.Title,アダルフォ・ソテラート
MultipleChoiceOptionData,0x010000BE00005035,Option_ArrestedPeople_Angelica,MultipleChoiceOptionProperties.Title,アンジェリカ・サゾン
