type,item_id,name_in_database,path,ja
TooltipData,0x0100006900000405,Rizia_Tooltip_Azaro,TooltipProperties.Title,アザロ
TooltipData,0x0100006900000405,Rizia_Tooltip_Azaro,TooltipProperties.Description,リジアの三大貴族家の一つ。カルデス＝モンタクラル州を本拠とする。
TooltipData,0x0100006900000412,Rizia_Tooltip_CenturyofRevolutions,TooltipProperties.Title,革命の世紀
TooltipData,0x0100006900000412,Rizia_Tooltip_CenturyofRevolutions,TooltipProperties.Description,世界の多くの君主国が民主制へと移り変わった激動の時代。
TooltipData,0x010000690000046C,Rizia_Tooltip_Derdia,TooltipProperties.Title,デルディア
TooltipData,0x010000690000046C,Rizia_Tooltip_Derdia,TooltipProperties.Description,リジアの西に位置する神権国家。
TooltipData,0x01000069000003F3,Rizia_Tooltip_EmpireofValgos,TooltipProperties.Title,ヴァルゴス帝国
TooltipData,0x01000069000003F3,Rizia_Tooltip_EmpireofValgos,TooltipProperties.Description,現在のヴァルグスランドと数多の植民地からなっていた、かつての帝国。
TooltipData,0x0100006900000460,Rizia_Tooltip_Estela,TooltipProperties.Title,エステラ
TooltipData,0x0100006900000460,Rizia_Tooltip_Estela,TooltipProperties.Description,あなたの母。
TooltipData,0x0100006900000478,Rizia_Tooltip_HouseToras,TooltipProperties.Title,トラス家
TooltipData,0x0100006900000478,Rizia_Tooltip_HouseToras,TooltipProperties.Description,あなたの一族であり、リジアの本流たる王家。ヴァレンキリス州を本拠とする。
TooltipData,0x01000069000003D5,Rizia_Tooltip_Hugo,TooltipProperties.Title,ウーゴ
TooltipData,0x01000069000003D5,Rizia_Tooltip_Hugo,TooltipProperties.Description,あなたの伯父。
TooltipData,0x01000069000003F9,Rizia_Tooltip_Iza,TooltipProperties.Title,イザ
TooltipData,0x01000069000003F9,Rizia_Tooltip_Iza,TooltipProperties.Description,ブレナス州の州都。リジア最大の大学を擁する。
TooltipData,0x010000690000043C,Rizia_Tooltip_KingValero,TooltipProperties.Title,ヴァレロ王
TooltipData,0x010000690000043C,Rizia_Tooltip_KingValero,TooltipProperties.Description,あなたの父。
TooltipData,0x0100006900000448,Rizia_Tooltip_Lena,TooltipProperties.Title,レナ
