type,item_id,name_in_database,path,ja
CharacterCustomizationOptionData,0x010000580000383F,Customization_AntonRayne_Accessories_BlackGlasses,CharacterCustomizationOptionProperties.Title,黒縁眼鏡
CharacterCustomizationOptionData,0x0100005D00000541,Customization_AntonRayne_Accessories_BrownGlasses,CharacterCustomizationOptionProperties.Title,茶縁眼鏡
CharacterCustomizationOptionData,0x0100005D00000548,Customization_AntonRayne_Accessories_LespianCigar,CharacterCustomizationOptionProperties.Title,レスピア葉巻
CharacterCustomizationOptionData,0x01000046000222E3,Customization_AntonRayne_Accessories_None,CharacterCustomizationOptionProperties.Title,なし
CharacterCustomizationOptionData,0x0100005D0000054F,Customization_AntonRayne_Accessories_ThinGlasses,CharacterCustomizationOptionProperties.Title,細縁眼鏡
CharacterCustomizationOptionData,0x0100005D00000556,Customization_AntonRayne_Accessories_ValgslandianPipe,CharacterCustomizationOptionProperties.Title,ヴァルグスランド式パイプ
CharacterCustomizationOptionData,0x0100005800003838,Customization_AntonRayne_Attire_Default,CharacterCustomizationOptionProperties.Title,標準
CharacterCustomizationOptionData,0x0100005D00000568,Customization_AntonRayne_Attire_Grand,CharacterCustomizationOptionProperties.Title,豪奢
CharacterCustomizationOptionData,0x0100005800003831,Customization_AntonRayne_Attire_Malenyevist,CharacterCustomizationOptionProperties.Title,マレニエフ主義者風
CharacterCustomizationOptionData,0x0100005D0000056F,Customization_AntonRayne_Attire_MaroonSuit,CharacterCustomizationOptionProperties.Title,えんじのスーツ
CharacterCustomizationOptionData,0x0100005D00000576,Customization_AntonRayne_Attire_SordlandFirst,CharacterCustomizationOptionProperties.Title,ソードランド第一主義
CharacterCustomizationOptionData,0x0100005D0000057D,Customization_AntonRayne_Attire_Tuxedo,CharacterCustomizationOptionProperties.Title,タキシード
CharacterCustomizationOptionData,0x0100005D00000584,Customization_AntonRayne_Attire_WhiteSuit,CharacterCustomizationOptionProperties.Title,白のスーツ
CharacterCustomizationOptionData,0x0100005D00000590,Customization_AntonRayne_Background_Gold,CharacterCustomizationOptionProperties.Title,金
CharacterCustomizationOptionData,0x0100005D00000597,Customization_AntonRayne_Background_Green,CharacterCustomizationOptionProperties.Title,緑
CharacterCustomizationOptionData,0x0100005D0000059E,Customization_AntonRayne_Background_Maroon,CharacterCustomizationOptionProperties.Title,えんじ
CharacterCustomizationOptionData,0x0100005800003846,Customization_AntonRayne_Background_Office,CharacterCustomizationOptionProperties.Title,執務室
CharacterCustomizationOptionData,0x0100005D000005A5,Customization_AntonRayne_Background_Red,CharacterCustomizationOptionProperties.Title,赤
CharacterCustomizationOptionData,0x010000580000384D,Customization_AntonRayne_Background_Tan,CharacterCustomizationOptionProperties.Title,褐色
CharacterCustomizationOptionData,0x0100005D000005AC,Customization_AntonRayne_Background_Turquoise,CharacterCustomizationOptionProperties.Title,青緑
CharacterCustomizationOptionData,0x0100005D000005BF,Customization_AntonRayne_FacialHair_ChiefStrategist,CharacterCustomizationOptionProperties.Title,首席戦略官
CharacterCustomizationOptionData,0x0100005D000005C6,Customization_AntonRayne_FacialHair_Classy,CharacterCustomizationOptionProperties.Title,上品
CharacterCustomizationOptionData,0x0100005D000005D4,Customization_AntonRayne_FacialHair_CleanShaven,CharacterCustomizationOptionProperties.Title,髭なし
CharacterCustomizationOptionData,0x0100005D000005B8,Customization_AntonRayne_FacialHair_Comrade,CharacterCustomizationOptionProperties.Title,同志風
CharacterCustomizationOptionData,0x0100005800003854,Customization_AntonRayne_FacialHair_Default,CharacterCustomizationOptionProperties.Title,標準
CharacterCustomizationOptionData,0x0100005D000005CD,Customization_AntonRayne_FacialHair_Idealist,CharacterCustomizationOptionProperties.Title,理想主義者
CharacterCustomizationOptionData,0x0100005D000005DB,Customization_AntonRayne_FacialHair_Intellectual,CharacterCustomizationOptionProperties.Title,知識人
CharacterCustomizationOptionData,0x0100005D00000605,Customization_AntonRayne_FacialHair_Markian,CharacterCustomizationOptionProperties.Title,マルキア風
CharacterCustomizationOptionData,0x0100005D0000060C,Customization_AntonRayne_FacialHair_MarkianNoble,CharacterCustomizationOptionProperties.Title,マルキア貴族風
