type,item_id,name_in_database,path,ja
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.MainTitle,歴史は汝をこう記すだろう――
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[0].Text,大王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[1].Text,解放王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[2].Text,征服王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[3].Text,ヌールの災禍
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[4].Text,敬虔王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[5].Text,改革王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[6].Text,平和王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[7].Text,寛大王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[8].Text,柔弱王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[9].Text,軍備王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[10].Text,立法王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[11].Text,"暴君
"
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[12].Text,反逆王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[13].Text,戯れ王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[14].Text,謹厳王
CompassTitleData,0x010000650000CAB4,Rizia_Compass_Title,CompassTitleProperties.TitleConditions[15].Text,一世
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.MainTitle,歴史は汝をこう記すだろう――
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[0].Text,中道派
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[1].Text,ソル主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[2].Text,新ソル主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[3].Text,急進ソル主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[4].Text,急進新ソル主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[5].Text,新ソル主義資本家
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[6].Text,国家マレニエフ主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[7].Text,ソードランド型資本主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[8].Text,アルカシア型資本主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[9].Text,中道マレニエフ主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[10].Text,マレニエフ主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[11].Text,中道改革派
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[12].Text,民主マレニエフ主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[13].Text,ヴァルグスランド社会主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[14].Text,ソードランド自由主義者
CompassTitleData,0x0100006A00006A2C,Sordland_Compass_Title,CompassTitleProperties.TitleConditions[15].Text,新自由主義改革派
