type,item_id,name_in_database,path,ja
HUDStatData,0x0100006A00005BF3,Rizia_HUDStat_Authority,HUDStatProperties.Title,権威
HUDStatData,0x0100006A00005C01,Rizia_HUDStat_Budget,HUDStatProperties.Title,予算
HUDStatData,0x0100006A00005BF7,Rizia_HUDStat_Energy,HUDStatProperties.Title,エネルギー
HUDStatData,0x0100007B00000196,Rizia_War_HUDStat_BattleShip,HUDStatProperties.Title,戦艦
HUDStatData,0x010000B4000014E3,Rizia_War_HUDStat_BomberPlanes,HUDStatProperties.Title,爆撃機
HUDStatData,0x0100007B0000018A,Rizia_War_HUDStat_Equipment,HUDStatProperties.Title,装備
HUDStatData,0x010000B4000014D6,Rizia_War_HUDStat_FighterPlanes,HUDStatProperties.Title,戦闘機
HUDStatData,0x0100007B00000186,Rizia_War_HUDStat_Manpower,HUDStatProperties.Title,兵員
HUDStatData,0x0100007B0000019A,Rizia_War_HUDStat_Submarine,HUDStatProperties.Title,潜水艦
HUDStatData,0x0100007B0000018E,Rizia_War_HUDStat_Tank,HUDStatProperties.Title,戦車
HUDStatData,0x0100007B00000192,Rizia_War_HUDStat_Truck,HUDStatProperties.Title,輸送車
HUDStatData,0x0100006A00005BD3,Sordland_HUDStat_GovernmentBudget,HUDStatProperties.Title,政府予算
HUDStatData,0x0100006A00005BDA,Sordland_HUDStat_PersonalWealth,HUDStatProperties.Title,個人資産
