articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x010000000001348E,49,3,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,我々がこの地を訪れた主な目的は、期限を危うくするようになっていた建設上の問題を解決することだった。
0x01000000000134AF,49,4,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,L-1鉄道の建設により、ソードランドの先進的な技術の中心地を訪れる絶好の機会が生まれた。この都市出身の電気技師数十名が、鉄道路線の電化改修作業に従事した。
0x01000000000134B7,49,5,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,アンリカの市長であるクルタン・レステからも支援のメッセージが寄せられ、L-1への投資に感謝の意を表していた。
0x0100000000013A63,49,12,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,ゲルソード研究評議会は、教育予算の増加に満足していた学長たちのおかげで、我々がその施設を利用することを快く許可してくれた。
0x0100000000013A6A,49,13,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,ゲルソード研究評議会は我々に彼らの施設を利用させてくれたが、各学園の責任者たちは我々の事情に興味を示さなかった。
0x0100000000013A71,49,14,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,ゲルソード研究評議会は、教育予算の削減に校長たちが甚だしく不満を抱いていたため、我々が彼らの施設を利用することを渋っていた。
0x0100000000013AEE,49,15,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,会議は終了した。我々三人はゲルソードにある先端研究開発部門を見学した。
0x0100000000013BBC,49,16,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,一日に及ぶ訪問は、街の要人たちが集まる夕食会をもって終わった。その多くは科学者だった。
0x0100000000013BC4,49,17,Sordland/Turn04/InT_SSCRailwayIssue,Symon Holl,en,「それで問題なく進むはずです。工程を前に進める方法が見つかって良かったですね。」
0x0100000000013BCE,49,18,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,その後、我々はホルソードへと戻った。
0x010000000002CC65,49,20,Sordland/Turn04/InT_SSCRailwayIssue,Narrator,en,シモンはいつもより少し緊張している様子だった。ガスも解決策を探すためにここにいた。彼はしばらく私をじっと見ていた。
0x0100000400006C70,49,21,Sordland/Turn04/InT_SSCRailwayIssue,Symon Holl,en,「我々はこのプロジェクトの完成時期を1955年暮れに設定しましたが、進捗が予想より遅れているため、建設面で懸念があります。」
0x010000040000B9D6,49,22,Sordland/Turn04/InT_SSCRailwayIssue,Player,en,「プロジェクトの管理不全という状況だろうか？」
0x010000040000B9D6,49,22,Sordland/Turn04/InT_SSCRailwayIssue,Player,Menu Text en,「プロジェクトの管理不全という状況だろうか？」
0x010000040000B9DD,49,23,Sordland/Turn04/InT_SSCRailwayIssue,Player,en,「有能な管理者を見つけ出すのも一つの方法だ。新しい人材が状況を元に戻す手助けとなるだろう。」
0x010000040000B9DD,49,23,Sordland/Turn04/InT_SSCRailwayIssue,Player,Menu Text en,「有能な管理者を見つけ出すのも一つの方法だ。新しい人材が状況を元に戻す手助けとなるだろう。」
0x010000040000B9E4,49,24,Sordland/Turn04/InT_SSCRailwayIssue,Gus Manger,en,「私は建設業界において優秀で経験豊富な人材が大勢いることを知っています。シモンもおそらく同様だろうと思います。」
0x010000040000B9F0,49,25,Sordland/Turn04/InT_SSCRailwayIssue,Symon Holl,en,「その警告が彼らの業務遂行に良い影響をもたらすことを願っています。必要であれば、後日さらに厳しい対応を取ることもできます。」
