articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x010000520002EE80,377,3,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,ナエアルの外にある人里離れた山岳高原に位置するシルバー・ガリソンは、デルディア政府の本部であり、同時にその指導者である大賢者ヨルガ・アズマルの住処でもあった。
0x010000520002EE87,377,4,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,今日の会合のため、アズマルは私が彼の最も秘密にされた場所へ入るという珍しい許可を与えてくれた。
0x010000520002EEB8,377,5,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「これらは探求者たちです、陛下。彼らは肉体労働を通じて必要な心の明晰さを得ることで、ゴルコンドの探索を始めることができると言われています。」
0x010000520002EEDB,377,6,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「『真の信者たち』が何もせずにだらだら過ごしている間、彼らがすべての重労働をこなしている。まるで詐欺のようだ。」
0x010000520002EEE8,377,10,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「主が彼らを祝福し、その霊的な旅路を導いてくださるように。」
0x010000520002EEEF,377,11,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「彼らの中に男性がいないというのは……偶然だろうか？」
0x010000520002EEF6,377,15,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「つまり、宮殿の侍女たちをゴルコンド主義者に置き換えれば給料を支払う必要がなくなるということか？」
0x010000520002EF04,377,16,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「弟子や達人たちの仕事もまた同様に厳しいものです、陛下。確かに、探求者という役割は特に報われにくいものです。」
0x010000520002EF0A,377,17,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「とんでもありません、陛下。デルディアのゴルコンド主義者の共同体では女性はたいてい探求者の役割に限定されており、男性だけが出世することを許されています。」
0x010000520002EF12,377,18,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「長い道のりになるでしょう。『探求者』の地位を超えて出世できる女性はほとんどおりません。」
0x010000520002EF19,377,19,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「陛下、探求者の業務は、共同体全体のために行われる時にのみ神聖なものとなります。」
0x010000520002EF20,377,20,Rizia/Turn 7/FPnT_DerdiaNegotiations,Titus Gordion,en,「陛下はお冗談をなさっていたのだと思います、閣下。」
0x010000520002EF2D,377,21,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,近衛兵たちが我々を柱の方へと連れて行くにつれ、男たちの声が聞こえてきた。完璧に同時に発せられる、短く鋭い叫び声だった。
0x010000520002EF3F,377,22,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「陛下、シルバー・ガリソンへようこそです。」
0x010000520002EF46,377,23,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「ご示演をいただき、感謝する。最高賢者よ、あなたの弟子たちの技量は実に見事だ。」
0x010000520002EF4D,377,24,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,遠くで鐘の音が鳴り響いた。ほとんど同時に、弟子たちは我々の周囲に完璧な円を作るように散らばっていった。
0x010000520002EF56,377,25,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「アズマル様、ここにいられることを光栄に思う。」
0x010000520002EF5D,377,26,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「舞踏の時間などない。今すぐお話しする必要があるのだ。」
0x010000520002EF64,377,27,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「あなたの部下たちは強く、戦闘に備えている。」
0x010000520002EF6B,377,28,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,アズマルの顔は怒りで赤くなった。
0x010000520002EF71,377,29,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「この栄誉は私の方こそにございます。これまでリジアのどの王も、ゴルコンド主義者たちのような友とはなり得ませんでした。」
0x010000520002EF7E,377,33,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「陛下、その通りでございます。」
0x010000520002EF8B,377,37,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「ゴルコンド主義者である私に対して、そんな友人からそのような言葉をかけていただき、光栄に思います。」
0x010000520002EF92,377,38,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「彼らにはまだ成長すべき点が多いです。ですが、感謝いたします。」
0x010000520002EFB8,377,43,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「彼らにはまだ成長すべき点が多いです。ですが、感謝いたします。」
0x010000520002EFBF,377,44,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「陛下、我々は常に戦いの準備を怠ってはなりません。ですが、そのことはご説明するまでもないでしょう。」
0x010000520002EFF9,377,48,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「こちらは気高きロムスだ。何を言うか聞かせてもらおう。」
0x010000520002F001,377,49,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「最高賢者様、ゴルコンド主義者たちと決闘をするなど愚かなことは私にも分かっている。」
0x010000520002F009,377,50,Rizia/Turn 7/FPnT_DerdiaNegotiations,Player_Romus,en,「あなたの神聖な伝統に参加できることは、私にとって大変光栄なことだ。」
0x010000520002F019,377,51,Rizia/Turn 7/FPnT_DerdiaNegotiations,Sal Ignacius,en,「陛下、この儀式については伺ったことがございます。それは技量を示す丁寧な演武であり、全力を尽くした戦いではないのです。」
0x010000520002F027,377,52,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「陛下、敵軍の動きが見えてまいりました！」
0x010000520002F035,377,53,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,彼は両腕を大きく広げた。
0x010000520002F03D,377,54,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,その男たちの輪は一直線に伸びていった。アズマルはゆっくりと一方の端からもう一方の端まで歩き、そして再び中央へ戻ってきた。
0x010000520002F044,377,55,Rizia/Turn 7/FPnT_DerdiaNegotiations,Narrator,en,彼は特に背が高く体格の良い弟子の前に立ち、お辞儀をした。その男は一歩前に出て、同じようにお辞儀で返した。
0x010000520002F051,377,56,Rizia/Turn 7/FPnT_DerdiaNegotiations,Jorga Azmal,en,「その通りです、大賢者様。武器も流血もなく、各指導者は自ら選んだ戦士によって代表されます。」
