articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x010000520002C918,320,3,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,私はヴィナを誘って、トペスからヨットで出かけ、エスキリス・ガス田を見に行った。
0x010000520002C925,320,7,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,私は、自分が命じた拡張工事の進捗具合がどうなっているのか気になっていた。そして、娘と話をしたのもずいぶん長い時間が経っていた。
0x010000520002C932,320,11,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,拡張工事が完了してからは一度も訪れていなかった。また、娘と話をしたのもずいぶん昔のことだった。
0x010000520002C939,320,12,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,数十年間にわたって稼働してきたその施設は、廃止され海洋保護区として利用されることになっていた。私はその計画に興味を抱いており、娘と話し合うのも久しぶりだったのだ。
0x010000520002C940,320,13,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,リジアニア号は沖合数百メートルの場所に停泊していた。私は船尾のデッキに立ち、ヴィナが到着するのを待っていた。
0x010000520002C949,320,14,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,我々が近くの港から匿名で小舟に乗って出発するよう彼女が頼んだのは、報道陣に追い回される生活にうんざりしていたからだった。
0x010000520002C950,320,15,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,彼女は船を固定し、甲板に上がって私のもとに合流した。その後ろからマヌス・サゾンも続いた。
0x010000520002C971,320,16,Rizia/Turn 5/P_ManusVinaTalk,Player_Romus,en,「なんと嬉しい驚きだろう。ヴィナ、誰かを連れてくるとは私に告げてくれなかったのはなぜだ？」
0x010000520002C97E,320,20,Rizia/Turn 5/P_ManusVinaTalk,Player_Romus,en,「お前、よくも私の前に顔を出せるとは何ごとだ？」
0x010000520002C985,320,21,Rizia/Turn 5/P_ManusVinaTalk,Player_Romus,en,「落ち着いてくれ、サゾンさん。ここに来るのはあなたの考えではなかったことを私は知っている。」
0x010000520002C98C,320,22,Rizia/Turn 5/P_ManusVinaTalk,Player_Romus,en,「あなた方二人とも正気か？噂をさらに広めようというのか？」
0x010000520002C992,320,23,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,彼はにっこりと笑った。
0x010000520002C99A,320,24,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,彼らは互いに顔を見合わせた。
0x010000520002C9A1,320,25,Rizia/Turn 5/P_ManusVinaTalk,Manus Sazon,en,「陛下、あなたのお嬢様は断りにくい方ですね。でもそのことは、私よりもあなたの方がよくご存知でしょう。」
0x010000520002C9A8,320,26,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,ヴィナは安堵のため息をついた。
0x010000520002C9AF,320,27,Rizia/Turn 5/P_ManusVinaTalk,Vina Toras,en,「申し訳ありません、父上。どのような反応を示されるか分からなくて。」
0x010000520002C9B6,320,28,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,ヴィナは素早く我々の間に割って入った。
0x010000520002C9BD,320,29,Rizia/Turn 5/P_ManusVinaTalk,Vina Toras,en,「父上、彼は今日来たくないと言っていました。私が説得しました。」
0x010000520002C9C4,320,30,Rizia/Turn 5/P_ManusVinaTalk,Vina Toras,en,「父上、それが私が彼に我々の仲間になってほしいと頼んだ理由の一部です。」
0x010000520002C9CB,320,31,Rizia/Turn 5/P_ManusVinaTalk,Vina Toras,en,「我々三人だけで、マスコミの目から離れてゆっくり話す機会を持ちたかったのです。父上」
0x010000520002C9F2,320,35,Rizia/Turn 5/P_ManusVinaTalk,Manus Sazon,en,「リジアの将来に関するいくつかの話し合いがありますが、まだ実行に移されていない状態です。」
0x010000520002C9F9,320,36,Rizia/Turn 5/P_ManusVinaTalk,Narrator,en,マヌスは咳払いをした。
