articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x0100000300040481,179,4,Sordland/Turn09/A_KorontiLead,Narrator,en,私は昼食後に自分のオフィスへ戻るため、廊下を歩いていた。
0x0100000300040487,179,5,Sordland/Turn09/A_KorontiLead,Narrator,en,ドアのすぐ隣で、リリアス、ニア、カールが待っていた。彼らは私のもとに近づいてきた。
0x0100000300040495,179,9,Sordland/Turn09/A_KorontiLead,Narrator,en,ドアのすぐ隣で、リリアスが待っていた。彼女は私のもとに近づいてきた。
0x010000030004049D,179,10,Sordland/Turn09/A_KorontiLead,Lileas Graf,en,「大統領。」
0x01000003000404A3,179,11,Sordland/Turn09/A_KorontiLead,Lileas Graf,en,「大統領。」
0x01000003000404AA,179,12,Sordland/Turn09/A_KorontiLead,Lileas Graf,en,「コロンティに関する捜査で重要な進展がありました。」
0x01000003000404B1,179,13,Sordland/Turn09/A_KorontiLead,Narrator,en,我々、そのオフィスの中に入った。
0x01000003000404B8,179,14,Sordland/Turn09/A_KorontiLead,Lileas Graf,en,「HOSの情報提供者が我々に連絡を取ってきました。その人物は下位役員であると判明しました。」
0x01000003000404BF,179,15,Sordland/Turn09/A_KorontiLead,Player,en,「では、彼は何と言っていたか？」
0x01000003000404BF,179,15,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「では、彼は何と言っていたか？」
0x01000003000404C7,179,16,Sordland/Turn09/A_KorontiLead,Player,en,「この情報提供者を信頼してもよろしいだろうか？」
0x01000003000404C7,179,16,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「この情報提供者を信頼してもよろしいだろうか？」
0x01000003000404CF,179,17,Sordland/Turn09/A_KorontiLead,Player,en,「どうぞ。」
0x01000003000404CF,179,17,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「どうぞ。」
0x01000003000404D7,179,18,Sordland/Turn09/A_KorontiLead,Karl Greiser,en,「我々は彼に徹底的に尋問を行い、彼が提供した情報の正確さを確認しました。」
0x01000003000404DD,179,19,Sordland/Turn09/A_KorontiLead,Narrator,en,カールは一歩前に出てお辞儀をした。
0x01000003000404E7,179,20,Sordland/Turn09/A_KorontiLead,Karl Greiser,en,「現在、HOSの子会社であるコンラス・ホールディングスが、コラネッリカルテルのためにマネーロンダリングを行うペーパーカンパニーであるという証拠を入手しました。」
0x01000003000404EE,179,21,Sordland/Turn09/A_KorontiLead,Karl Greiser,en,「過去3年間で、コラネッリ一派の麻薬や武器の密輸活動による約1500万ソードランド・レンが、マルセル・コロンティの暗黙の承認のもと、この会社を経由して流れています。」
0x01000003000404FC,179,22,Sordland/Turn09/A_KorontiLead,Player,en,「そんなはずはない。これはHOSかコロンティに対する策略に違いない。」
0x01000003000404FC,179,22,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「そんなはずはない。これはHOSかコロンティに対する策略に違いない。」
0x0100000300040503,179,23,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「どうおっしゃっても、もはや十分な証拠が揃っています。」
0x010000030004050A,179,24,Sordland/Turn09/A_KorontiLead,Narrator,en,ニアは私に向かって顔をしかめた。
0x0100000300040512,179,25,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「なぜあなたはHOSを守ろうとそんなに熱心なのですか？信じるのがこれほど難しい理由は何でしょうか？」
0x0100000300040519,179,26,Sordland/Turn09/A_KorontiLead,Narrator,en,部屋にいた全員の視線が私に向けられた。
0x0100000300040520,179,27,Sordland/Turn09/A_KorontiLead,Player,en,「それで問題は解決だね。では、次の計画は何だ？」
0x0100000300040520,179,27,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「それで問題は解決だね。では、次の計画は何だ？」
0x0100000300040528,179,28,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「その時が来ました。正直言って、我々はこの可能性に備えてきました。」
0x010000030004052F,179,29,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「大統領、どうぞ我々について通信室までお越しください。」
0x0100000300040536,179,30,Sordland/Turn09/A_KorontiLead,Narrator,en,ニアがドアの方を指し示し、私はその二人の女性に続って廊下を進んだ。
0x010000030004053D,179,31,Sordland/Turn09/A_KorontiLead,Player,en,「何もない。これほど評判の良い企業がこのような卑劣な行為に及ぶなんて、信じがたいのだ。」
0x010000030004053D,179,31,Sordland/Turn09/A_KorontiLead,Player,Menu Text en,「何もない。これほど評判の良い企業がこのような卑劣な行為に及ぶなんて、信じがたいのだ。」
0x0100000300040545,179,32,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「だからこそ、これらの財閥たちには誰一人として信頼できないのです。彼らは金のためなら何でもするでしょう。」
0x010000030004054D,179,33,Sordland/Turn09/A_KorontiLead,Player_Italic,en,私は黙ったままで、彼女の質問には返事をしなかった。
0x010000030004054D,179,33,Sordland/Turn09/A_KorontiLead,Player_Italic,Menu Text en,黙っている
0x0100000300040555,179,34,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「たとえご不明な点があっても、我々は前進し続けます。」
0x010000030004055D,179,35,Sordland/Turn09/A_KorontiLead,Narrator,en,我々が宮殿の端にある螺旋階段を降りていったのは、私の執務室がある場所のすぐ近くだった。
0x0100000300040564,179,36,Sordland/Turn09/A_KorontiLead,Narrator,en,二階よりも狭い廊下を進んでいくと、宮殿の端にある螺旋階段を降り、私の執務室がある場所のすぐ近くで、盾と山羊の姿が刻まれた大きな扉の前にたどり着いた。
0x010000030004056B,179,37,Sordland/Turn09/A_KorontiLead,Narrator,en,ニアがその扉を開け、我々は中に入った。席に着いた後、彼女は恥ずかしそうな表情を私に向けた。
0x0100000300040572,179,38,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「大統領。我々はこの機会のために準備を進めてきたと申し上げましたが、それはおそらく言い過ぎだったでしょう。」
0x0100000300040579,179,39,Sordland/Turn09/A_KorontiLead,Nia Morgna,en,「私の攻撃部隊は出動準備が整いました。彼らはエストードにあるコロンティ氏の別荘を包囲しています。」
0x0100000300040580,179,40,Sordland/Turn09/A_KorontiLead,Narrator,en,彼女はカールにうなずいた。カールは身を乗り出し、マイクに向かって話した。
0x0100000300040587,179,41,Sordland/Turn09/A_KorontiLead,Karl Greiser,en,「始めてください。」
0x010000030004058E,179,42,Sordland/Turn09/A_KorontiLead,Narrator,en,我々二人はそこに数分間座り、不安げに待っていた。やがてカールは無線の伝達を受け取った。
0x0100000300040595,179,43,Sordland/Turn09/A_KorontiLead,Karl Greiser,en,「コロンティ氏は無事捕獲されました。」
