articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x010000000000D899,26,3,Sordland/Turn03/EnT_Budget,Symon Holl,en,「どの分野に資金を投じるかは慎重に決めなければなりません。そうしないと、別の投資プロジェクトのための資源が残らなくなってしまいます。」
0x010000000000D89F,26,4,Sordland/Turn03/EnT_Budget,Symon Holl,en,「今日は重要な日です。政府として定めた目標を達成するため、支出の優先順位を賢明に決めなければなりません。」
0x010000000000D8A5,26,5,Sordland/Turn03/EnT_Budget,Symon Holl,en,「同感です。資源がかなり限られているため、予算に関して戦略的な決定を下さなければなりません。」
0x010000000000D8C0,26,6,Sordland/Turn03/EnT_Budget,Player,en,「では始めよう、ホル氏。」
0x010000000000D8C0,26,6,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「では始めよう、ホル氏。」
0x010000000000D8CD,26,7,Sordland/Turn03/EnT_Budget,Player,en,「シモンの専門知識のおかげで、今日は多くの素晴らしい成果を上げられると確信している。」
0x010000000000D8CD,26,7,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「シモンの専門知識のおかげで、今日は多くの素晴らしい成果を上げられると確信している。」
0x010000000000D8D9,26,8,Sordland/Turn03/EnT_Budget,Symon Holl,en,「喜んで。」
0x010000000000D8DF,26,9,Sordland/Turn03/EnT_Budget,Symon Holl,en,「お褒めいただき、ありがとうございます。」
0x010000000000D92E,26,13,Sordland/Turn03/EnT_Budget,Symon Holl,en,「ですが、このような状況下では過度に投資を進めれば経済危機を悪化させるだけです。現在の不安定な経済状態では借金を増やすのは困難ですが、経済が好転すれば負担できる借金の額を増やすことは可能です。」
0x010000000000D934,26,14,Sordland/Turn03/EnT_Budget,Symon Holl,en,「できる限り努力はいたします。しかし経済改善に失敗すれば、そうした約束も大局的に見ればあまり意味を持ちません。」
0x010000000000D942,26,15,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「十分な政治的支援を維持しつつ、付け加えさせていただきますと、選挙期間中に様々な約束がなされました。」
0x010000000000D948,26,16,Sordland/Turn03/EnT_Budget,Player,en,「最も重要な分野に優先的に資源を割くべきだ。」
0x010000000000D948,26,16,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「最も重要な分野に優先的に資源を割くべきだ。」
0x010000000000D95F,26,17,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「我が政府が選出された理由の一つは、選挙運動中に軍事力強化に力を入れると約束したからです。」
0x010000000000D972,26,18,Sordland/Turn03/EnT_Budget,Player,en,「特定分野への資金削減によって、他の投資プロジェクトへの資金を確保することができる。」
0x010000000000D972,26,18,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「特定分野への資金削減によって、他の投資プロジェクトへの資金を確保することができる。」
0x010000000000D985,26,19,Sordland/Turn03/EnT_Budget,Symon Holl,en,「はい。予算の黒字が多ければ多いほど、経済復興に投じる資金も増えます。」
0x010000000000D991,26,20,Sordland/Turn03/EnT_Budget,Player,en,「我々は選挙で出した約束を守らなければならない。国民が我々に投票したのは、我々が立てた約束があったからだ。」
0x010000000000D991,26,20,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「我々は選挙で出した約束を守らなければならない。国民が我々に投票したのは、我々が立てた約束があったからだ。」
0x010000000000DA67,26,21,Sordland/Turn03/EnT_Budget,Nia Morgna,en,「法執行は確かに最優先事項です。しかし、私としては国内の汚職対策の方が、警察力を増強することよりもはるかに重要だと考えています。」
0x010000000000DA6D,26,22,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「対処すべき国内の脅威が多すぎる上、与えられた限られた資源の中で部隊を過度に分散させている状態です。」
0x010000000000DA79,26,23,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「私は法執行機関への資金投入を増やし、警察の規模を拡大して給与を引き上げたいと思います。」
0x010000000000FB7F,26,24,Sordland/Turn03/EnT_Budget,Narrator,en,政府予算の準備はすべて終わった。内閣のメンバーのほとんどが、この重要な場にあたりホワイトルームに集まった。
0x010000000000FB88,26,25,Sordland/Turn03/EnT_Budget,Narrator,en,私が大統領に就任してからほぼ半年が経過していた。内閣のメンバーたちは疲れ果てている様子だった。
0x010000000000FB90,26,26,Sordland/Turn03/EnT_Budget,Player,en,「この機会に声明を発表したいと思う。」
0x010000000000FB90,26,26,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「この機会に声明を発表したいと思う。」
0x010000000000FB97,26,27,Sordland/Turn03/EnT_Budget,Player,en,「さて、我々全員が待ち望んでいた瞬間だ。ついに政府予算について議論する時が来た。」
0x010000000000FB97,26,27,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「さて、我々全員が待ち望んでいた瞬間だ。ついに政府予算について議論する時が来た。」
0x010000000000FB9E,26,28,Sordland/Turn03/EnT_Budget,Player,en,「皆さん、ようこそ。お会いできて光栄だ。」
0x010000000000FB9E,26,28,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「皆さん、ようこそ。お会いできて光栄だ。」
0x010000000000FBD2,26,29,Sordland/Turn03/EnT_Budget,Symon Holl,en,「大統領、私は興奮のあまり足元が震えてしまいます。」
0x010000000000FBD9,26,30,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「こんにちは。」
0x010000000000FBE8,26,31,Sordland/Turn03/EnT_Budget,Iosef Lancea,en,「大統領。」
0x010000000000FBF2,26,32,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「もちろんです、大統領。」
0x010000000000FC00,26,33,Sordland/Turn03/EnT_Budget,Player,en,「6ヶ月前、我々は皆で歴史の流れを変えるために集まった。今、我々が成し遂げたことやこれから成し遂げるであろうことを誇りに思う。」
0x010000000000FC00,26,33,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「6ヶ月前、我々は皆で歴史の流れを変えるために集まった。今、我々が成し遂げたことやこれから成し遂げるであろうことを誇りに思う。」
0x010000000000FC08,26,34,Sordland/Turn03/EnT_Budget,Player,en,「我々は素晴らしい仕事を進めており、これはまだ始まりに過ぎない。これからも多くの良いことが起こるだろう。」
0x010000000000FC08,26,34,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「我々は素晴らしい仕事を進めており、これはまだ始まりに過ぎない。これからも多くの良いことが起こるだろう。」
0x010000000000FC0F,26,35,Sordland/Turn03/EnT_Budget,Player,en,「皆さんはそれぞれ非常に有能だが、重要なのはチームとして一体となって行動することだ。」
0x010000000000FC0F,26,35,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「皆さんはそれぞれ非常に有能だが、重要なのはチームとして一体となって行動することだ。」
0x010000000000FC18,26,36,Sordland/Turn03/EnT_Budget,Narrator,en,私の発言によって、閣僚たちは私が期待していたほど意欲を示さなかった。
0x010000000000FC20,26,37,Sordland/Turn03/EnT_Budget,Narrator,en,私の発言を聞いて、各大臣たちはやる気を見せたようだった。
0x010000000000FC28,26,38,Sordland/Turn03/EnT_Budget,Narrator,en,私の発言によって、各大臣たちは活気づいた様子だった。
0x010000000000FC41,26,39,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「主が彼らと共におられますように。」
0x010000000000FC55,26,40,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「現在の国の状況を考えると、経済状況の改善は今や最優先の政治課題です。特に第58回選挙に勝利したいのであれば、これまで以上にそうなのです。」
0x010000000000FCAA,26,44,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「大統領、誠にありがとうございます。」
0x010000000000FCB1,26,45,Sordland/Turn03/EnT_Budget,Symon Holl,en,「では、始めましょう。」
0x010000000000FDC0,26,50,Sordland/Turn03/EnT_Budget,Symon Holl,en,「まずどの分野について議論しましょうか？」
0x010000000000FDFD,26,51,Sordland/Turn03/EnT_Budget,Player,en,「まずは医療制度について話し合おう。」
0x010000000000FDFD,26,51,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「まずは医療制度について話し合おう。」
0x010000000000FE04,26,52,Sordland/Turn03/EnT_Budget,Player,en,「そろそろ軍事に関する意見を聞く時間だ。」
0x010000000000FE04,26,52,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「そろそろ軍事に関する意見を聞く時間だ。」
0x010000000000FE0B,26,53,Sordland/Turn03/EnT_Budget,Player,en,「まずは法執行について話し合おう。」
0x010000000000FE0B,26,53,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「まずは法執行について話し合おう。」
0x010000000000FE12,26,54,Sordland/Turn03/EnT_Budget,Player,en,「教育についてはどうなるか？」
0x010000000000FE12,26,54,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「教育についてはどうなるか？」
0x010000000000FE9F,26,67,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「選挙運動中に安全保障と法執行に力を入れると約束しましたので、その点も改めてご案内しておかなければなりません。」
0x010000000000FEB3,26,68,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「我々は我が国を守る準備ができているのです、ワルダさん。」
0x010000000000FEBF,26,69,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「さて、一つ意見を申し上げます。ソードランド軍というものは、我々国民のために割り当てられた財源を浪費するだけで、近い将来起こるかもしれない*戦争*への恐怖心を煽っているに過ぎません。」
0x010000000000FF9E,26,70,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「大変憂慮すべき状況です。パスカルが述べたことに加え、選挙運動中に医療制度の強化を約束したことも忘れてはなりません。」
0x010000000000FFB6,26,71,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「私もモルグナ夫人の意見に賛成です。ますます多くの人権侵害を引き起こしているような組織を甘やかすべきではありません。さらに、汚職こそが我が政府の非効率の原因であり、断固として対処しなければなりません。」
0x010000000000FFC4,26,72,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「我々の医療制度は非常に規模が大きく、ほとんどの国民に無料のサービスを提供しています。しかし、低所得地域や農村部では医療サービスの質がはるかに悪いのです。」
0x010000000000FFCB,26,73,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「ですから、この格差を是正するためにはより多くの資金が必要だと思います。」
0x010000000000FFEA,26,74,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「私も同感です。最近、ナルベルの医療制度について調査を始めましたが、状況は良くありません。」
0x0100000000010012,26,75,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「もし医療サービスへの支出を増やさないのであれば、少なくとも現状を維持する必要があります。そうでなければ人々の命が危険にさらされることになります。」
0x010000000001017C,26,76,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「我々の教育制度は不十分です。資金面だけでなく、近代的なカリキュラムの理念においても不足しています。時代遅れのカリキュラムが我々の若者を無駄にしているのです。」
0x01000000000101A1,26,77,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「馬鹿なことを言うな。ソードランドが今も存在しているのは、お前たちが侮辱するまさにその制度のおかげだ。我々の子供たちに国家のアイデンティティや誇りの理念を教える制度を、どうして侮辱できるというのだ？」
0x01000000000101A7,26,78,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「それが私が二つのことを提唱する理由です。一つは農村地域における教育機会の向上のための予算増額、もう一つは新たな教育改革です。」
0x01000000000101BD,26,82,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「選挙運動中に教育に力を入れると約束しましたので、その点も改めてお伝えしておかなければなりません。」
0x01000000000101D0,26,83,Sordland/Turn03/EnT_Budget,Iosef Lancea,en,「私もリリアスの意見に賛成です。ソードランドはソードランドなのです！」
0x01000000000105A4,26,85,Sordland/Turn03/EnT_Budget,Symon Holl,en,「政府の四つの主要機関の予算編成には三つの選択肢があります。資金を増やすか、現状維持か、あるいは削減するかのどれかです。」
0x01000000000105B3,26,86,Sordland/Turn03/EnT_Budget,Player,en,「大規模な政府運営から離れることが正しい選択だ。」
0x01000000000105B3,26,86,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「大規模な政府運営から離れることが正しい選択だ。」
0x01000000000105BA,26,87,Sordland/Turn03/EnT_Budget,Player,en,「問題は支出される金額そのものではなく、我々がそれをどれだけ効率的に使うかという点だ。」
0x01000000000105BA,26,87,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「問題は支出される金額そのものではなく、我々がそれをどれだけ効率的に使うかという点だ。」
0x01000000000105C3,26,88,Sordland/Turn03/EnT_Budget,Player,en,「民間部門に我々を支えてもらえると期待できるか？」
0x01000000000105C3,26,88,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「民間部門に我々を支えてもらえると期待できるか？」
0x01000000000105CB,26,89,Sordland/Turn03/EnT_Budget,Symon Holl,en,「増額すれば該当機関の機能が向上し、新たな政策の選択肢が生まれます。現状維持なら資金はそのままで目に見える変化はありません。減額するとその機関の効率性が低下します。」
0x01000000000105D5,26,90,Sordland/Turn03/EnT_Budget,Symon Holl,en,「教育や医療といった分野においては、ある程度それを実現できるはずです。」
0x0100000000010711,26,91,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「残念ながら、ペトル・ベクターン、ガス・マンガー、デイヴィド・ウィスキは今回の会議に出席しません。」
0x010000000002846C,26,101,Sordland/Turn03/EnT_Budget,Symon Holl,en,「……予算に関する決定を下す時が来ました。」
0x0100000400002A97,26,107,Sordland/Turn03/EnT_Budget,Player,en,「できるだけ国家の統制を維持し続けることは可能だろうか？」
0x0100000400002A97,26,107,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「できるだけ国家の統制を維持し続けることは可能だろうか？」
0x0100000400002A9F,26,108,Sordland/Turn03/EnT_Budget,Symon Holl,en,「保健省と教育省については可能です。ですが、それが効率的かどうかは分かりません。」
0x0100000400003029,26,109,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「ありがとうございます、大統領。それでは次に進みます。」
0x010000040000302F,26,110,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「ありがとうございます、大統領。」
0x010000040000303C,26,111,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「例えば、我々の福祉制度には解決すべき問題が数多く存在しています。」
0x0100000400003042,26,112,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「確かに、我々の政策の多くはもっと効率的に実施できるはずです。」
0x0100000400003050,26,113,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「このような波及効果をもたらす重大な決定を下す際には、十分に配慮する必要があります。」
0x0100000400003056,26,114,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「我々の普遍的な医療制度は守られなければならず、民間の貪欲や利益によって汚されてはなりません。」
0x010000040000305E,26,115,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「まず、国家は多くのサービスを提供しており、それらは国民が税金で支払っているものです。」
0x0100000400003068,26,116,Sordland/Turn03/EnT_Budget,Ciara Walda,en,「私も同感です。必要不可欠な公共サービスは我々の管轄下に留めるべきです。」
0x0100000600048C04,26,117,Sordland/Turn03/EnT_Budget,Lucian Galade,en,「彼らはヴェーレンおよびアグノリアとの今後の貿易協定に取り組んでいます。」
0x0100000600048C0D,26,118,Sordland/Turn03/EnT_Budget,Player_Italic,en,私はシモンにうなずいた。
0x0100000600048C0D,26,118,Sordland/Turn03/EnT_Budget,Player_Italic,Menu Text en,シモンにうなずく
0x010000000000FED9,26,119,Sordland/Turn03/EnT_Budget,Player,en,「私もリリアスの意見に賛成だ。普通なら別のことを言っただろうが、現在の状況は明らかだから。」
0x010000000000FED9,26,119,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「私もリリアスの意見に賛成だ。普通なら別のことを言っただろうが、現在の状況は明らかだから。」
0x010000000000FEE0,26,120,Sordland/Turn03/EnT_Budget,Player,en,「私もニアの意見に賛成だ。汚職といった実際の問題には、真の解決策が必要だ。」
0x010000000000FEE0,26,120,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「私もニアの意見に賛成だ。汚職といった実際の問題には、真の解決策が必要だ。」
0x0100000600048C27,26,121,Sordland/Turn03/EnT_Budget,Nia Morgna,en,「私の部門に資金を配分すれば、問題の根本的な解決ができます。もし腐敗が依然として横行するなら、どんなに警察の数を増やしても意味はありません。専門的な汚職捜査局が必要であり、資金が私のもとに回ればそうした組織を創設できるのです。」
0x0100000600048C38,26,122,Sordland/Turn03/EnT_Budget,Player,en,「私もルシアンに同意する。国民への約束を簡単に破るわけにはいかない。」
0x0100000600048C38,26,122,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「私もルシアンに同意する。国民への約束を簡単に破るわけにはいかない。」
0x0100000600048C44,26,123,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「警察というのはソードランドの国民に奉仕し、彼らを守るための存在です。ワルダさん、我々もまさにその役割を果たしているのです。」
0x0100000600048C4B,26,124,Sordland/Turn03/EnT_Budget,Lileas Graf,en,「より多くの資金があれば、警察力の強化が可能になります。現在の国の状況を考えれば、これはごく当然の選択です。」
0x0100000600048C57,26,125,Sordland/Turn03/EnT_Budget,Player,en,「私もシアラの意見に賛成だ。あんなことが起きた後で警察に資金を投じたら、人々は我々をどう思うだろうか？」
0x0100000600048C57,26,125,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「私もシアラの意見に賛成だ。あんなことが起きた後で警察に資金を投じたら、人々は我々をどう思うだろうか？」
0x0100000600048C68,26,126,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「我々は今、ソードランドに大流行が発生した場合の状況について新たな分析を始めたところです。その結果によれば、医療施設の状態が現在のままだと、死者数は想像を絶するものになるでしょう。」
0x0100000600048C71,26,127,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「これは生死に関わる問題であり、大統領、このように扱われるべきです。」
0x0100000600048C7B,26,128,Sordland/Turn03/EnT_Budget,Player,en,「我々は国民にした約束を必ず守らなければならない。」
0x0100000600048C7B,26,128,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「我々は国民にした約束を必ず守らなければならない。」
0x0100000600048C82,26,129,Sordland/Turn03/EnT_Budget,Paskal Beniwoll,en,「経済への被害については言及すらしていないのです。」
0x0100000600048C8D,26,130,Sordland/Turn03/EnT_Budget,Player,en,「それは確かに憂慮すべきことだ。我々は政府としてできる限りの対策を講じるべきだろう。」
0x0100000600048C8D,26,130,Sordland/Turn03/EnT_Budget,Player,Menu Text en,「それは確かに憂慮すべきことだ。我々は政府としてできる限りの対策を講じるべきだろう。」
0x0100000600048C95,26,131,Sordland/Turn03/EnT_Budget,Player,en,「それは大流行が起きた場合に限った話だ。」
