articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x0100000600073D36,140,3,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,彼らの声はますます大きくなっていった。
0x0100000600073D3C,140,4,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「国家憲兵隊の業務に警察が口出しするなど、とんでもないことだ。」
0x0100000600073D42,140,5,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「この馬鹿げた騒動を引き起こし、進行中の警察捜査に干渉したのは*あなたの*部下たちです。」
0x0100000600073D48,140,6,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,私は会議室のドアを開けた。二人の大臣たちはそれに気づきさえしなかった。
0x0100000600073D4E,140,7,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「農村地域の治安は私の管轄です。あなた方の部隊はヴェソードのはるか外側にいました。」
0x0100000600073D54,140,8,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,私は、最近ソードランドの警察力と市内の国家憲兵隊の間で起きた問題に関する報告を見ていた。
0x0100000600073D61,140,9,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「これは断じて容認できません！」
0x0100000600073D6E,140,10,Sordland/Turn08/SnO_GendarmerieDispute,Player_Italic,en,私はテーブルを激しく叩き、それによって閣僚たちは驚いた。彼らは静まり返った。
0x0100000600073D6E,140,10,Sordland/Turn08/SnO_GendarmerieDispute,Player_Italic,Menu Text en,テーブルを叩く
0x0100000600073D75,140,11,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「心配しないでくれ。この利益衝突は必ず解決する。」
0x0100000600073D75,140,11,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「心配しないでくれ。この利益衝突は必ず解決する。」
0x0100000600073D7C,140,12,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「もう十分だ。二人とも落ち着いてくれ。」
0x0100000600073D7C,140,12,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「もう十分だ。二人とも落ち着いてくれ。」
0x0100000600073D90,140,13,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「この問題は以前からずっと頭を悩ませていましたが、今や実際の被害をもたらしています。」
0x0100000600073D96,140,14,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「大統領、私はできる限り冷静でいようと真剣に努力しております。」
0x0100000600073DA2,140,15,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「グラーフ夫人、あなたは限界を超えておられます。」
0x0100000600073DC5,140,16,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,この会議が何について行われるものかを推測するのは難しくなかった。
0x0100000600073DCD,140,17,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,我々が市役所に入り、二階へと向かった。ホールの中でヨセフとリリアスの声が反響しているのが聞こえた。
0x0100000600073DD4,140,18,Sordland/Turn08/SnO_GendarmerieDispute,Narrator,en,私はヨセフとリリアスから緊急会議の要請を受けた後、新しい副大統領であるアルビンと共にヴェソードの街に到着した。
0x0100000600073DED,140,19,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「申し訳ありませんが、こちらのグラーフ様は自分の立場を理解していないようです。」
0x0100000600073DF4,140,20,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「いえ、ランチェアさん。自分の立場を理解していないのはあなたの方です。」
0x0100000600073DFB,140,21,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「このようなことを続ければ、いつか必ず代償を払わされるでしょう。」
0x0100000600073E0E,140,22,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「確かに、そうです。すべては貴国の警察が示した『模範的な』行動のせいです。」
0x0100000600073E2E,140,23,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「リリアス、何が起こったのか説明しなさい。」
0x0100000600073E2E,140,23,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「リリアス、何が起こったのか説明しなさい。」
0x0100000600073E38,140,24,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「ヨセフ、あなたの見解を聞かせてくれ。」
0x0100000600073E38,140,24,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「ヨセフ、あなたの見解を聞かせてくれ。」
0x0100000600073E42,140,25,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「国家憲兵隊の中将は、ヴェソード地方で活動する麻薬密売組織を追跡していました。」
0x0100000600073E48,140,26,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「その結果、犯罪者たちは逃げ去ってしまいました。」
0x0100000600073E5F,140,27,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「グライザー氏には、ヴェソードの中心街で活動する麻薬密売組織の捜査が任されました。」
0x0100000600073E65,140,28,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「我々は、市の郊外に隠されていた薬物の在庫に関する証拠を発見しました。」
0x0100000600073E6B,140,29,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「ですので、我々は直ちに警察部隊を派遣し、彼らを捕縛すると同時にその建物内にある薬物も探し出しました。」
0x0100000600073E74,140,30,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「我々は、長い間監視してきた犯罪者たちを制圧するため、迅速に行動せざるを得ませんでした。」
0x0100000600073E7C,140,31,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「ランチェア氏とその率いる国家憲兵隊は、彼らも同じ標的に向かって行動するという連絡を我々にしてきませんでした。」
0x0100000600073E83,140,32,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「その結果、犯罪者たちは逃げ去り、我々の数ヶ月分に及ぶ努力が水の泡となってしまいました！」
0x0100000600073E8A,140,33,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「つまり、警察が介入したために捜索が失敗に終わったのだ。」
0x0100000600073E8A,140,33,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「つまり、警察が介入したために捜索が失敗に終わったのだ。」
0x0100000600073E9A,140,34,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「その通りです！」
0x0100000600073EA1,140,35,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「そのせいで、今やこれらの犯罪者たちは自由の身になってしまったのです。」
0x0100000600073EA8,140,36,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「両者の間には連絡手段がないのか？」
0x0100000600073EA8,140,36,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「両者の間には連絡手段がないのか？」
0x0100000600073EB0,140,37,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「大統領、報告書によればあなたもその犯罪集団や田舎に隠されていた武器庫の存在を知っていたことが分かっており、同じことがあなたにも言えます。」
0x0100000600073EB6,140,38,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「はい、あります。ですが国防大臣が予定されている襲撃のことを警察に通知しないよう決めたのです。」
0x0100000600073EBF,140,39,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「つまり、国家憲兵隊が介入したために襲撃は失敗に終わったのだ。」
0x0100000600073EBF,140,39,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「つまり、国家憲兵隊が介入したために襲撃は失敗に終わったのだ。」
0x0100000600073EC6,140,40,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「その通りです！」
0x0100000600073ECC,140,41,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「そのせいで、今やこれらの犯罪者たちは自由の身になってしまったのです。」
0x0100000600073ED5,140,42,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「彼らがいかに危険な存在であり、武器を携帯していたことも、あなたはご存知だったはずです。」
0x0100000600073EDB,140,43,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「私は管轄外のことまで手を出して、これらの犯罪者を追及したのだ。」
0x0100000600073EDB,140,43,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「私は管轄外のことまで手を出して、これらの犯罪者を追及したのだ。」
0x0100000600073EE2,140,44,Sordland/Turn08/SnO_GendarmerieDispute,Lileas Graf,en,「私はそのようなことは何もしていません。我々は市内で活動している犯罪集団を追跡しただけで、捜査はすべてそれに関連するものでした。」
0x0100000600073EEB,140,45,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「我々に処理させるべきでした。国家憲兵隊の方が戦闘状況に対する訓練がしっかりしていますから。」
0x0100000600073EFA,140,46,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「我々は直ちに対応しました。」
0x0100000600073F02,140,47,Sordland/Turn08/SnO_GendarmerieDispute,Iosef Lancea,en,「我々が実弾を携えて彼らの隠れ家に急襲しようとしたその時、内務省所属の警察部隊が現場に到着し、犯人たちに警報を発したのです。」
0x0100000600073F0A,140,48,Sordland/Turn08/SnO_GendarmerieDispute,Player,en,「ヨセフ、あそこでは少し事態を急ぎすぎたのではないか？」
0x0100000600073F0A,140,48,Sordland/Turn08/SnO_GendarmerieDispute,Player,Menu Text en,「ヨセフ、あそこでは少し事態を急ぎすぎたのではないか？」
